"Location","SitsinState","GeoID_Description_1","GeoVintage_1","GeoID_Name_1","GeoID_1","GeoID_Formatted_1","avtt_20202024","TimeFrame_1","GeoID_Description_2","GeoVintage_2","GeoID_Name_2","GeoID_2","GeoID_Formatted_2","avmv_20202024","TimeFrame_2","GeoID_Description_3","GeoVintage_3","GeoID_Name_3","GeoID_3","GeoID_Formatted_3","d4a_2021","TimeFrame_3","GeoID_Description_4","GeoVintage_4","GeoID_Name_4","GeoID_4","GeoID_Formatted_4","d4c_2021","TimeFrame_4"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047012","040131047012","=""040131047012""","578.02","2021","Block Group, 2010","2010","040131047012","040131047012","=""040131047012""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047013","040131047013","=""040131047013""","481.46","2021","Block Group, 2010","2010","040131047013","040131047013","=""040131047013""","3.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047021","040131047021","=""040131047021""","372.83","2021","Block Group, 2010","2010","040131047021","040131047021","=""040131047021""","4.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047022","040131047022","=""040131047022""","273.59","2021","Block Group, 2010","2010","040131047022","040131047022","=""040131047022""","8.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047023","040131047023","=""040131047023""","240.06","2021","Block Group, 2010","2010","040131047023","040131047023","=""040131047023""","6.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131047024","040131047024","=""040131047024""","536.45","2021","Block Group, 2010","2010","040131047024","040131047024","=""040131047024""","4.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131051022","040131051022","=""040131051022""","755.05","2021","Block Group, 2010","2010","040131051022","040131051022","=""040131051022""","3.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131051023","040131051023","=""040131051023""","734.93","2021","Block Group, 2010","2010","040131051023","040131051023","=""040131051023""","5.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131051024","040131051024","=""040131051024""","498.90","2021","Block Group, 2010","2010","040131051024","040131051024","=""040131051024""","7.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131052001","040131052001","=""040131052001""","748.34","2021","Block Group, 2010","2010","040131052001","040131052001","=""040131052001""","7.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131052002","040131052002","=""040131052002""","505.60","2021","Block Group, 2010","2010","040131052002","040131052002","=""040131052002""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131052003","040131052003","=""040131052003""","426.48","2021","Block Group, 2010","2010","040131052003","040131052003","=""040131052003""","8.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131052004","040131052004","=""040131052004""","464.03","2021","Block Group, 2010","2010","040131052004","040131052004","=""040131052004""","5.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131053001","040131053001","=""040131053001""","254.81","2021","Block Group, 2010","2010","040131053001","040131053001","=""040131053001""","13.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131053002","040131053002","=""040131053002""","229.33","2021","Block Group, 2010","2010","040131053002","040131053002","=""040131053002""","26.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131053003","040131053003","=""040131053003""","528.40","2021","Block Group, 2010","2010","040131053003","040131053003","=""040131053003""","10.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131062002","040131062002","=""040131062002""","476.10","2021","Block Group, 2010","2010","040131062002","040131062002","=""040131062002""","11.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131063001","040131063001","=""040131063001""","600.82","2021","Block Group, 2010","2010","040131063001","040131063001","=""040131063001""","7.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131063002","040131063002","=""040131063002""","615.57","2021","Block Group, 2010","2010","040131063002","040131063002","=""040131063002""","9.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131063003","040131063003","=""040131063003""","583.39","2021","Block Group, 2010","2010","040131063003","040131063003","=""040131063003""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","21","2020-2024","Zip Code Tabulation Area, 2020","2020","85020","85020","85020","1.6","2020-2024","Block Group, 2010","2010","040131063004","040131063004","=""040131063004""","510.97","2021","Block Group, 2010","2010","040131063004","040131063004","=""040131063004""","8.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131044021","040131044021","=""040131044021""","426.48","2021","Block Group, 2010","2010","040131044021","040131044021","=""040131044021""","23.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045011","040131045011","=""040131045011""","191.78","2021","Block Group, 2010","2010","040131045011","040131045011","=""040131045011""","21.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045012","040131045012","=""040131045012""","528.40","2021","Block Group, 2010","2010","040131045012","040131045012","=""040131045012""","9.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045013","040131045013","=""040131045013""","260.18","2021","Block Group, 2010","2010","040131045013","040131045013","=""040131045013""","3.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045021","040131045021","=""040131045021""","276.27","2021","Block Group, 2010","2010","040131045021","040131045021","=""040131045021""","3.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045022","040131045022","=""040131045022""","366.13","2021","Block Group, 2010","2010","040131045022","040131045022","=""040131045022""","3.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131045023","040131045023","=""040131045023""","450.62","2021","Block Group, 2010","2010","040131045023","040131045023","=""040131045023""","11.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131046001","040131046001","=""040131046001""","661.17","2021","Block Group, 2010","2010","040131046001","040131046001","=""040131046001""","6.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131046003","040131046003","=""040131046003""","222.63","2021","Block Group, 2010","2010","040131046003","040131046003","=""040131046003""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131053001","040131053001","=""040131053001""","254.81","2021","Block Group, 2010","2010","040131053001","040131053001","=""040131053001""","13.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131053003","040131053003","=""040131053003""","528.40","2021","Block Group, 2010","2010","040131053003","040131053003","=""040131053003""","10.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131054001","040131054001","=""040131054001""","506.94","2021","Block Group, 2010","2010","040131054001","040131054001","=""040131054001""","6.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131054002","040131054002","=""040131054002""","559.25","2021","Block Group, 2010","2010","040131054002","040131054002","=""040131054002""","15.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131054003","040131054003","=""040131054003""","631.67","2021","Block Group, 2010","2010","040131054003","040131054003","=""040131054003""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055011","040131055011","=""040131055011""","784.56","2021","Block Group, 2010","2010","040131055011","040131055011","=""040131055011""","6.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055021","040131055021","=""040131055021""","891.84","2021","Block Group, 2010","2010","040131055021","040131055021","=""040131055021""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055022","040131055022","=""040131055022""","370.15","2021","Block Group, 2010","2010","040131055022","040131055022","=""040131055022""","15.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055031","040131055031","=""040131055031""","299.07","2021","Block Group, 2010","2010","040131055031","040131055031","=""040131055031""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055032","040131055032","=""040131055032""","1137.27","2021","Block Group, 2010","2010","040131055032","040131055032","=""040131055032""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131055033","040131055033","=""040131055033""","237.38","2021","Block Group, 2010","2010","040131055033","040131055033","=""040131055033""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131060021","040131060021","=""040131060021""","525.72","2021","Block Group, 2010","2010","040131060021","040131060021","=""040131060021""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131060022","040131060022","=""040131060022""","391.61","2021","Block Group, 2010","2010","040131060022","040131060022","=""040131060022""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131060031","040131060031","=""040131060031""","438.55","2021","Block Group, 2010","2010","040131060031","040131060031","=""040131060031""","12.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131060032","040131060032","=""040131060032""","535.11","2021","Block Group, 2010","2010","040131060032","040131060032","=""040131060032""","3.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131061001","040131061001","=""040131061001""","568.63","2021","Block Group, 2010","2010","040131061001","040131061001","=""040131061001""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131061002","040131061002","=""040131061002""","413.06","2021","Block Group, 2010","2010","040131061002","040131061002","=""040131061002""","11.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131061003","040131061003","=""040131061003""","462.69","2021","Block Group, 2010","2010","040131061003","040131061003","=""040131061003""","12.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131061004","040131061004","=""040131061004""","449.28","2021","Block Group, 2010","2010","040131061004","040131061004","=""040131061004""","5.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131061005","040131061005","=""040131061005""","482.80","2021","Block Group, 2010","2010","040131061005","040131061005","=""040131061005""","8.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131062001","040131062001","=""040131062001""","505.60","2021","Block Group, 2010","2010","040131062001","040131062001","=""040131062001""","10.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131066001","040131066001","=""040131066001""","519.01","2021","Block Group, 2010","2010","040131066001","040131066001","=""040131066001""","10.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131067011","040131067011","=""040131067011""","375.51","2021","Block Group, 2010","2010","040131067011","040131067011","=""040131067011""","12.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131067013","040131067013","=""040131067013""","615.57","2021","Block Group, 2010","2010","040131067013","040131067013","=""040131067013""","3.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131067021","040131067021","=""040131067021""","607.53","2021","Block Group, 2010","2010","040131067021","040131067021","=""040131067021""","5.33","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","28","2020-2024","Zip Code Tabulation Area, 2020","2020","85021","85021","85021","1.5","2020-2024","Block Group, 2010","2010","040131068021","040131068021","=""040131068021""","1011.20","2021","Block Group, 2010","2010","040131068021","040131068021","=""040131068021""","12.67","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131035011","040131035011","=""040131035011""","480.12","2021","Block Group, 2010","2010","040131035011","040131035011","=""040131035011""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131035022","040131035022","=""040131035022""","599.48","2021","Block Group, 2010","2010","040131035022","040131035022","=""040131035022""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036043","040131036043","=""040131036043""","742.98","2021","Block Group, 2010","2010","040131036043","040131036043","=""040131036043""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036053","040131036053","=""040131036053""","977.68","2021","Block Group, 2010","2010","040131036053","040131036053","=""040131036053""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036054","040131036054","=""040131036054""","517.67","2021","Block Group, 2010","2010","040131036054","040131036054","=""040131036054""","3.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036061","040131036061","=""040131036061""","769.80","2021","Block Group, 2010","2010","040131036061","040131036061","=""040131036061""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036062","040131036062","=""040131036062""","760.42","2021","Block Group, 2010","2010","040131036062","040131036062","=""040131036062""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036063","040131036063","=""040131036063""","537.79","2021","Block Group, 2010","2010","040131036063","040131036063","=""040131036063""","6.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036071","040131036071","=""040131036071""","482.80","2021","Block Group, 2010","2010","040131036071","040131036071","=""040131036071""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036072","040131036072","=""040131036072""","651.78","2021","Block Group, 2010","2010","040131036072","040131036072","=""040131036072""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036074","040131036074","=""040131036074""","856.98","2021","Block Group, 2010","2010","040131036074","040131036074","=""040131036074""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036111","040131036111","=""040131036111""","366.13","2021","Block Group, 2010","2010","040131036111","040131036111","=""040131036111""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036112","040131036112","=""040131036112""","1094.35","2021","Block Group, 2010","2010","040131036112","040131036112","=""040131036112""","3.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036113","040131036113","=""040131036113""","918.67","2021","Block Group, 2010","2010","040131036113","040131036113","=""040131036113""","3.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036121","040131036121","=""040131036121""","257.50","2021","Block Group, 2010","2010","040131036121","040131036121","=""040131036121""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036122","040131036122","=""040131036122""","575.34","2021","Block Group, 2010","2010","040131036122","040131036122","=""040131036122""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036123","040131036123","=""040131036123""","623.62","2021","Block Group, 2010","2010","040131036123","040131036123","=""040131036123""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036124","040131036124","=""040131036124""","525.72","2021","Block Group, 2010","2010","040131036124","040131036124","=""040131036124""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131036142","040131036142","=""040131036142""","622.28","2021","Block Group, 2010","2010","040131036142","040131036142","=""040131036142""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131037011","040131037011","=""040131037011""","501.58","2021","Block Group, 2010","2010","040131037011","040131037011","=""040131037011""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131037012","040131037012","=""040131037012""","1184.21","2021","Block Group, 2010","2010","040131037012","040131037012","=""040131037012""","5.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131037013","040131037013","=""040131037013""","607.53","2021","Block Group, 2010","2010","040131037013","040131037013","=""040131037013""","2.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040131048024","040131048024","=""040131048024""","588.75","2021","Block Group, 2010","2010","040131048024","040131048024","=""040131048024""","4.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040136189001","040136189001","=""040136189001""","481.46","2021","Block Group, 2010","2010","040136189001","040136189001","=""040136189001""","7.00","2021"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","25","2020-2024","Zip Code Tabulation Area, 2020","2020","85022","85022","85022","1.7","2020-2024","Block Group, 2010","2010","040136189002","040136189002","=""040136189002""","591.43","2021","Block Group, 2010","2010","040136189002","040136189002","=""040136189002""","5.00","2021"
