"Location","SitsinState","GeoID_Description_1","GeoVintage_1","GeoID_Name_1","GeoID_1","GeoID_Formatted_1","mhhinc_20202024","TimeFrame_1","GeoID_Description_2","GeoVintage_2","GeoID_Name_2","GeoID_2","GeoID_Formatted_2","rpopden_20202024","TimeFrame_2","GeoID_Description_3","GeoVintage_3","GeoID_Name_3","GeoID_3","GeoID_Formatted_3","ppov_20202024","TimeFrame_3","GeoID_Description_4","GeoVintage_4","GeoID_Name_4","GeoID_4","GeoID_Formatted_4","pbach_20202024","TimeFrame_4"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85264","85264","85264","60729","2020-2024","Zip Code Tabulation Area, 2020","2020","85264","85264","85264","2.95","2020-2024","Zip Code Tabulation Area, 2020","2020","85264","85264","85264","19.68","2020-2024","Zip Code Tabulation Area, 2020","2020","85264","85264","85264","11.64","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85266","85266","85266","151923","2020-2024","Zip Code Tabulation Area, 2020","2020","85266","85266","85266","638.03","2020-2024","Zip Code Tabulation Area, 2020","2020","85266","85266","85266","4.97","2020-2024","Zip Code Tabulation Area, 2020","2020","85266","85266","85266","38.24","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85268","85268","85268","112795","2020-2024","Zip Code Tabulation Area, 2020","2020","85268","85268","85268","1164.53","2020-2024","Zip Code Tabulation Area, 2020","2020","85268","85268","85268","6.22","2020-2024","Zip Code Tabulation Area, 2020","2020","85268","85268","85268","30.88","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85281","85281","85281","64538","2020-2024","Zip Code Tabulation Area, 2020","2020","85281","85281","85281","5467.50","2020-2024","Zip Code Tabulation Area, 2020","2020","85281","85281","85281","24.63","2020-2024","Zip Code Tabulation Area, 2020","2020","85281","85281","85281","32.05","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85282","85282","85282","79036","2020-2024","Zip Code Tabulation Area, 2020","2020","85282","85282","85282","4831.92","2020-2024","Zip Code Tabulation Area, 2020","2020","85282","85282","85282","13.97","2020-2024","Zip Code Tabulation Area, 2020","2020","85282","85282","85282","24.49","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85283","85283","85283","84568","2020-2024","Zip Code Tabulation Area, 2020","2020","85283","85283","85283","5376.74","2020-2024","Zip Code Tabulation Area, 2020","2020","85283","85283","85283","12.71","2020-2024","Zip Code Tabulation Area, 2020","2020","85283","85283","85283","25.48","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85284","85284","85284","156146","2020-2024","Zip Code Tabulation Area, 2020","2020","85284","85284","85284","2491.80","2020-2024","Zip Code Tabulation Area, 2020","2020","85284","85284","85284","2.76","2020-2024","Zip Code Tabulation Area, 2020","2020","85284","85284","85284","34.72","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85286","85286","85286","121758","2020-2024","Zip Code Tabulation Area, 2020","2020","85286","85286","85286","3181.72","2020-2024","Zip Code Tabulation Area, 2020","2020","85286","85286","85286","5.70","2020-2024","Zip Code Tabulation Area, 2020","2020","85286","85286","85286","30.36","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85295","85295","85295","118467","2020-2024","Zip Code Tabulation Area, 2020","2020","85295","85295","85295","4705.56","2020-2024","Zip Code Tabulation Area, 2020","2020","85295","85295","85295","3.74","2020-2024","Zip Code Tabulation Area, 2020","2020","85295","85295","85295","32.94","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85296","85296","85296","118982","2020-2024","Zip Code Tabulation Area, 2020","2020","85296","85296","85296","4548.48","2020-2024","Zip Code Tabulation Area, 2020","2020","85296","85296","85296","4.92","2020-2024","Zip Code Tabulation Area, 2020","2020","85296","85296","85296","32.99","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85297","85297","85297","130755","2020-2024","Zip Code Tabulation Area, 2020","2020","85297","85297","85297","3493.06","2020-2024","Zip Code Tabulation Area, 2020","2020","85297","85297","85297","5.82","2020-2024","Zip Code Tabulation Area, 2020","2020","85297","85297","85297","27.32","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85298","85298","85298","156425","2020-2024","Zip Code Tabulation Area, 2020","2020","85298","85298","85298","2815.00","2020-2024","Zip Code Tabulation Area, 2020","2020","85298","85298","85298","3.23","2020-2024","Zip Code Tabulation Area, 2020","2020","85298","85298","85298","33.13","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85301","85301","85301","53827","2020-2024","Zip Code Tabulation Area, 2020","2020","85301","85301","85301","7321.30","2020-2024","Zip Code Tabulation Area, 2020","2020","85301","85301","85301","25.51","2020-2024","Zip Code Tabulation Area, 2020","2020","85301","85301","85301","8.50","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85302","85302","85302","65132","2020-2024","Zip Code Tabulation Area, 2020","2020","85302","85302","85302","6756.68","2020-2024","Zip Code Tabulation Area, 2020","2020","85302","85302","85302","15.74","2020-2024","Zip Code Tabulation Area, 2020","2020","85302","85302","85302","12.56","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85303","85303","85303","80650","2020-2024","Zip Code Tabulation Area, 2020","2020","85303","85303","85303","4982.13","2020-2024","Zip Code Tabulation Area, 2020","2020","85303","85303","85303","14.44","2020-2024","Zip Code Tabulation Area, 2020","2020","85303","85303","85303","9.26","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85304","85304","85304","86927","2020-2024","Zip Code Tabulation Area, 2020","2020","85304","85304","85304","5465.30","2020-2024","Zip Code Tabulation Area, 2020","2020","85304","85304","85304","9.22","2020-2024","Zip Code Tabulation Area, 2020","2020","85304","85304","85304","17.10","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85305","85305","85305","88167","2020-2024","Zip Code Tabulation Area, 2020","2020","85305","85305","85305","2943.30","2020-2024","Zip Code Tabulation Area, 2020","2020","85305","85305","85305","8.09","2020-2024","Zip Code Tabulation Area, 2020","2020","85305","85305","85305","17.76","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85306","85306","85306","84779","2020-2024","Zip Code Tabulation Area, 2020","2020","85306","85306","85306","4253.88","2020-2024","Zip Code Tabulation Area, 2020","2020","85306","85306","85306","10.27","2020-2024","Zip Code Tabulation Area, 2020","2020","85306","85306","85306","16.35","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85307","85307","85307","82888","2020-2024","Zip Code Tabulation Area, 2020","2020","85307","85307","85307","1367.42","2020-2024","Zip Code Tabulation Area, 2020","2020","85307","85307","85307","7.93","2020-2024","Zip Code Tabulation Area, 2020","2020","85307","85307","85307","13.61","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85308","85308","85308","95247","2020-2024","Zip Code Tabulation Area, 2020","2020","85308","85308","85308","3850.97","2020-2024","Zip Code Tabulation Area, 2020","2020","85308","85308","85308","9.63","2020-2024","Zip Code Tabulation Area, 2020","2020","85308","85308","85308","23.66","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85310","85310","85310","122137","2020-2024","Zip Code Tabulation Area, 2020","2020","85310","85310","85310","2176.29","2020-2024","Zip Code Tabulation Area, 2020","2020","85310","85310","85310","4.31","2020-2024","Zip Code Tabulation Area, 2020","2020","85310","85310","85310","26.69","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85320","85320","85320","47731","2020-2024","Zip Code Tabulation Area, 2020","2020","85320","85320","85320","1.69","2020-2024","Zip Code Tabulation Area, 2020","2020","85320","85320","85320","6.37","2020-2024","Zip Code Tabulation Area, 2020","2020","85320","85320","85320","29.32","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85322","85322","85322","75417","2020-2024","Zip Code Tabulation Area, 2020","2020","85322","85322","85322","1.37","2020-2024","Zip Code Tabulation Area, 2020","2020","85322","85322","85322","1.70","2020-2024","Zip Code Tabulation Area, 2020","2020","85322","85322","85322","5.22","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85323","85323","85323","83120","2020-2024","Zip Code Tabulation Area, 2020","2020","85323","85323","85323","2651.96","2020-2024","Zip Code Tabulation Area, 2020","2020","85323","85323","85323","12.87","2020-2024","Zip Code Tabulation Area, 2020","2020","85323","85323","85323","12.90","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85326","85326","85326","89876","2020-2024","Zip Code Tabulation Area, 2020","2020","85326","85326","85326","156.03","2020-2024","Zip Code Tabulation Area, 2020","2020","85326","85326","85326","9.28","2020-2024","Zip Code Tabulation Area, 2020","2020","85326","85326","85326","10.95","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85329","85329","85329","36399","2020-2024","Zip Code Tabulation Area, 2020","2020","85329","85329","85329","6999.03","2020-2024","Zip Code Tabulation Area, 2020","2020","85329","85329","85329","25.71","2020-2024","Zip Code Tabulation Area, 2020","2020","85329","85329","85329","0.00","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85331","85331","85331","129083","2020-2024","Zip Code Tabulation Area, 2020","2020","85331","85331","85331","243.78","2020-2024","Zip Code Tabulation Area, 2020","2020","85331","85331","85331","5.26","2020-2024","Zip Code Tabulation Area, 2020","2020","85331","85331","85331","32.92","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85333","85333","85333","39722","2020-2024","Zip Code Tabulation Area, 2020","2020","85333","85333","85333","0.70","2020-2024","Zip Code Tabulation Area, 2020","2020","85333","85333","85333","25.81","2020-2024","Zip Code Tabulation Area, 2020","2020","85333","85333","85333","19.87","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85335","85335","85335","78050","2020-2024","Zip Code Tabulation Area, 2020","2020","85335","85335","85335","3013.69","2020-2024","Zip Code Tabulation Area, 2020","2020","85335","85335","85335","12.46","2020-2024","Zip Code Tabulation Area, 2020","2020","85335","85335","85335","10.37","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85337","85337","85337","55365","2020-2024","Zip Code Tabulation Area, 2020","2020","85337","85337","85337","5.77","2020-2024","Zip Code Tabulation Area, 2020","2020","85337","85337","85337","14.01","2020-2024","Zip Code Tabulation Area, 2020","2020","85337","85337","85337","6.62","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85338","85338","85338","101744","2020-2024","Zip Code Tabulation Area, 2020","2020","85338","85338","85338","887.23","2020-2024","Zip Code Tabulation Area, 2020","2020","85338","85338","85338","5.35","2020-2024","Zip Code Tabulation Area, 2020","2020","85338","85338","85338","21.81","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85339","85339","85339","110602","2020-2024","Zip Code Tabulation Area, 2020","2020","85339","85339","85339","211.64","2020-2024","Zip Code Tabulation Area, 2020","2020","85339","85339","85339","8.78","2020-2024","Zip Code Tabulation Area, 2020","2020","85339","85339","85339","18.09","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85340","85340","85340","122323","2020-2024","Zip Code Tabulation Area, 2020","2020","85340","85340","85340","1307.42","2020-2024","Zip Code Tabulation Area, 2020","2020","85340","85340","85340","9.02","2020-2024","Zip Code Tabulation Area, 2020","2020","85340","85340","85340","24.37","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85345","85345","85345","67380","2020-2024","Zip Code Tabulation Area, 2020","2020","85345","85345","85345","4800.91","2020-2024","Zip Code Tabulation Area, 2020","2020","85345","85345","85345","13.20","2020-2024","Zip Code Tabulation Area, 2020","2020","85345","85345","85345","12.66","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85351","85351","85351","53725","2020-2024","Zip Code Tabulation Area, 2020","2020","85351","85351","85351","2536.61","2020-2024","Zip Code Tabulation Area, 2020","2020","85351","85351","85351","8.80","2020-2024","Zip Code Tabulation Area, 2020","2020","85351","85351","85351","13.90","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85353","85353","85353","94154","2020-2024","Zip Code Tabulation Area, 2020","2020","85353","85353","85353","2278.21","2020-2024","Zip Code Tabulation Area, 2020","2020","85353","85353","85353","9.64","2020-2024","Zip Code Tabulation Area, 2020","2020","85353","85353","85353","10.72","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85354","85354","85354","64203","2020-2024","Zip Code Tabulation Area, 2020","2020","85354","85354","85354","11.92","2020-2024","Zip Code Tabulation Area, 2020","2020","85354","85354","85354","10.82","2020-2024","Zip Code Tabulation Area, 2020","2020","85354","85354","85354","10.56","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85355","85355","85355","123055","2020-2024","Zip Code Tabulation Area, 2020","2020","85355","85355","85355","417.79","2020-2024","Zip Code Tabulation Area, 2020","2020","85355","85355","85355","7.22","2020-2024","Zip Code Tabulation Area, 2020","2020","85355","85355","85355","13.57","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85361","85361","85361","77361","2020-2024","Zip Code Tabulation Area, 2020","2020","85361","85361","85361","68.23","2020-2024","Zip Code Tabulation Area, 2020","2020","85361","85361","85361","4.44","2020-2024","Zip Code Tabulation Area, 2020","2020","85361","85361","85361","11.14","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85363","85363","85363","68321","2020-2024","Zip Code Tabulation Area, 2020","2020","85363","85363","85363","4592.90","2020-2024","Zip Code Tabulation Area, 2020","2020","85363","85363","85363","10.43","2020-2024","Zip Code Tabulation Area, 2020","2020","85363","85363","85363","9.40","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85373","85373","85373","72063","2020-2024","Zip Code Tabulation Area, 2020","2020","85373","85373","85373","1798.65","2020-2024","Zip Code Tabulation Area, 2020","2020","85373","85373","85373","9.32","2020-2024","Zip Code Tabulation Area, 2020","2020","85373","85373","85373","19.14","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85374","85374","85374","81201","2020-2024","Zip Code Tabulation Area, 2020","2020","85374","85374","85374","3239.70","2020-2024","Zip Code Tabulation Area, 2020","2020","85374","85374","85374","11.07","2020-2024","Zip Code Tabulation Area, 2020","2020","85374","85374","85374","18.94","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85375","85375","85375","63928","2020-2024","Zip Code Tabulation Area, 2020","2020","85375","85375","85375","2233.94","2020-2024","Zip Code Tabulation Area, 2020","2020","85375","85375","85375","7.51","2020-2024","Zip Code Tabulation Area, 2020","2020","85375","85375","85375","19.95","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85377","85377","85377","149167","2020-2024","Zip Code Tabulation Area, 2020","2020","85377","85377","85377","399.92","2020-2024","Zip Code Tabulation Area, 2020","2020","85377","85377","85377","8.29","2020-2024","Zip Code Tabulation Area, 2020","2020","85377","85377","85377","39.84","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85378","85378","85378","56444","2020-2024","Zip Code Tabulation Area, 2020","2020","85378","85378","85378","2712.31","2020-2024","Zip Code Tabulation Area, 2020","2020","85378","85378","85378","23.55","2020-2024","Zip Code Tabulation Area, 2020","2020","85378","85378","85378","7.42","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85379","85379","85379","110616","2020-2024","Zip Code Tabulation Area, 2020","2020","85379","85379","85379","4751.11","2020-2024","Zip Code Tabulation Area, 2020","2020","85379","85379","85379","8.95","2020-2024","Zip Code Tabulation Area, 2020","2020","85379","85379","85379","19.45","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85381","85381","85381","96746","2020-2024","Zip Code Tabulation Area, 2020","2020","85381","85381","85381","4144.65","2020-2024","Zip Code Tabulation Area, 2020","2020","85381","85381","85381","6.64","2020-2024","Zip Code Tabulation Area, 2020","2020","85381","85381","85381","20.84","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85382","85382","85382","91525","2020-2024","Zip Code Tabulation Area, 2020","2020","85382","85382","85382","4409.49","2020-2024","Zip Code Tabulation Area, 2020","2020","85382","85382","85382","7.92","2020-2024","Zip Code Tabulation Area, 2020","2020","85382","85382","85382","24.36","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85383","85383","85383","145546","2020-2024","Zip Code Tabulation Area, 2020","2020","85383","85383","85383","474.45","2020-2024","Zip Code Tabulation Area, 2020","2020","85383","85383","85383","4.90","2020-2024","Zip Code Tabulation Area, 2020","2020","85383","85383","85383","29.89","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85387","85387","85387","98757","2020-2024","Zip Code Tabulation Area, 2020","2020","85387","85387","85387","373.87","2020-2024","Zip Code Tabulation Area, 2020","2020","85387","85387","85387","6.34","2020-2024","Zip Code Tabulation Area, 2020","2020","85387","85387","85387","23.09","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85388","85388","85388","112164","2020-2024","Zip Code Tabulation Area, 2020","2020","85388","85388","85388","2753.50","2020-2024","Zip Code Tabulation Area, 2020","2020","85388","85388","85388","4.35","2020-2024","Zip Code Tabulation Area, 2020","2020","85388","85388","85388","19.63","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85390","85390","85390","68591","2020-2024","Zip Code Tabulation Area, 2020","2020","85390","85390","85390","21.65","2020-2024","Zip Code Tabulation Area, 2020","2020","85390","85390","85390","12.23","2020-2024","Zip Code Tabulation Area, 2020","2020","85390","85390","85390","17.43","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85392","85392","85392","87702","2020-2024","Zip Code Tabulation Area, 2020","2020","85392","85392","85392","4023.17","2020-2024","Zip Code Tabulation Area, 2020","2020","85392","85392","85392","8.07","2020-2024","Zip Code Tabulation Area, 2020","2020","85392","85392","85392","16.01","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85395","85395","85395","105935","2020-2024","Zip Code Tabulation Area, 2020","2020","85395","85395","85395","2174.19","2020-2024","Zip Code Tabulation Area, 2020","2020","85395","85395","85395","5.20","2020-2024","Zip Code Tabulation Area, 2020","2020","85395","85395","85395","23.38","2020-2024"
"Maricopa (County, 2022)","AZ","Zip Code Tabulation Area, 2020","2020","85396","85396","85396","114056","2020-2024","Zip Code Tabulation Area, 2020","2020","85396","85396","85396","423.34","2020-2024","Zip Code Tabulation Area, 2020","2020","85396","85396","85396","7.79","2020-2024","Zip Code Tabulation Area, 2020","2020","85396","85396","85396","21.92","2020-2024"
