ZIP,Unemployment_Rate,Labor_Force,Median_Income,Poverty_Rate,Percent_Bachelors,Commute_Time,Vehicles_per_Household,Percent_Public_Transit,Percent_Driving,Transportation_Score
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85017,7.55,62.27,58346.0,27.1,7.4,26.0,1.7,3.96,77.45,1.384313725490196
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85018,3.27,71.16,93885.0,8.24,34.32,22.0,1.6,1.72,72.76,1.530392156862745
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85019,4.92,65.64,68528.0,21.75,8.69,28.0,2.0,2.77,80.64,1.4426470588235292
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85020,5.3,68.05,83735.0,12.45,24.88,21.0,1.6,1.71,73.11,1.4651960784313725
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85021,7.97,67.49,59768.0,17.41,21.95,28.0,1.5,4.36,73.9,1.6254901960784314
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85022,3.47,68.86,69927.0,12.61,25.02,25.0,1.7,0.76,72.13,1.788235294117647
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85023,5.49,69.48,77369.0,9.41,19.52,28.0,1.7,3.65,71.99,1.5632352941176473
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85024,3.6,76.38,106724.0,6.3,28.5,23.0,1.9,0.46,73.42,1.5323529411764707
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85027,4.59,70.65,76605.0,13.08,22.42,26.0,1.8,1.52,72.49,1.6598039215686273
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85028,2.97,62.95,125054.0,5.19,32.18,25.0,2.0,0.62,65.27,1.5588235294117645
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85029,7.4,67.62,64556.0,17.83,16.93,27.0,1.8,2.29,76.82,1.6132352941176469
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
