ZIP,Unemployment_Rate,Labor_Force,Median_Income,Poverty_Rate,Percent_Bachelors,Commute_Time,Vehicles_per_Household,Percent_Public_Transit,Percent_Driving,Transportation_Score
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85031,6.68,65.8,70412.0,16.95,5.69,30.0,2.3,6.8,83.49,0.7333333333333333
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85032,5.71,69.53,78643.0,11.66,22.67,24.0,1.8,0.71,73.98,1.6455882352941176
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85033,6.55,65.78,64144.0,18.67,5.96,29.0,2.1,1.48,84.73,1.6156862745098037
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85034,8.91,69.52,63559.0,25.4,15.38,23.0,1.4,0.33,81.41,1.968137254901961
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85035,5.73,66.79,60440.0,21.61,5.49,27.0,1.9,2.89,84.17,1.4416666666666667
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85037,5.26,72.62,84016.0,11.69,9.71,26.0,2.1,0.24,83.57,1.5980392156862744
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85040,4.78,64.13,60727.0,23.23,10.17,27.0,1.8,1.76,81.49,1.691176470588235
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85041,5.67,63.72,75301.0,15.85,12.69,26.0,2.1,1.98,79.59,1.3421568627450977
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85042,4.63,68.68,88717.0,15.91,21.13,25.0,2.0,0.73,75.11,1.5426470588235293
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85043,4.48,68.7,78257.0,15.61,10.72,29.0,2.2,1.18,85.17,1.5764705882352938
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
85044,2.7,66.75,96820.0,8.71,30.25,24.0,1.7,0.51,68.96,1.7583333333333333
